Tag,Text
Negative,আজকেই জর উঠতে বলছিলো?? >:(
Negative,গালি না খাইলে তামিম খেলতে পারে না! :@
Negative,আমার মাত্রাতিরিক্ত বিরক্ত লাগতেসে। ৪৫ ওভারে ২৫৬ রান করার টার্গেট। একটু পিটায় খেললে কি হয়? জিতার জন্য খেলুক। উইকেট বেশি পরলে ড্র ভাববো :/
Negative,কেন আমি পেটে কথা জমায় রাখতে পারি না?? :( কেন? কেন? কেন? বিশ্বাস করে সব কিছু বলে দেই! কেন? কেন? কেন?
Negative,ফেসবুক ও আমার সাথে ছুদুর-বুদুর শুরু কইরা দিলো . . . :( . . . তিন মিনিটে একটা লাইক দিতে পারতেছি ? ! এইটা কিসসু হইলো ! ! !
Negative,"আমি পারি না রে ভাই, হাজার মানুষের মত গা ভাসায় দিতে সবকিছুতে । >:( >_<"
Negative,"@RainnyMemories: অনেক দেখলাম, বুঝলাম এই পৃথিবীতে আমাকে বোঝার মতো কেউ নেই। আফসোস :(you don't know youself."
Negative,"ছোট্ট একটি মিথ্যা বলে কাউকে হারানোটা খুব সহজ...! কিন্তূ,, তাকে হাজারটা সত্য বলেও ফিরে পাওয়াটা অনেক কঠিন...!! :( ¤~ma:sh~¤"
Negative,"@Chhanda_ আপু,আমাকে ভুলে গেছ,না? :("
Negative,সারারাত প্রচন্ড চেষ্টার পরেও এতটুকু ঘুম এলোনা। :-(
Negative,কি যুগে এসে পরলাম নারীর পোশাক আশাক ও যৌনতা খেলা করে....!!! Feeling হতাশ !!!
Negative,অস্বস্থি লাগার একটা সীমা থাকে... সীমা অতিক্রম হয়ে গেছে... :( মাথা উলোট পালট হয়ে গেছে... need rest with refresh mind
Negative,"সাদা কাপড় পরলে কি ভাই মনটা হয়রে সাদা, অন্তরেতে থাকে যদি ভন্ডামির কাদা :("
Negative,পেপাল আসছে না বাংলাদেশে :( বাংলাদেশকে সরাসরি ‘না’ বলেছে আন্তর্জাতিক অনলাইন পেমেন্ট গেটওয়ে পেপল পেপাল আসছে না... http://fb.me/1Lu9m92Ui 
Negative,ক্ষমতালোভী রাজাকার-প্রেমিকা খালেদাকে এক ধলা থুঃ থুঃ দিলাম >:( ক্ষমতার লোভে আজ সে মুক্তিবাহিনীদের গণহত্যাকারী... http://fb.me/11n31o3mr 
Negative,স্কুল কে আসলেই মিস করতেসি। :(
Negative,লুক্স লাইক সামওয়ান ইস ইগ্নরিং মি :( #breaksmyheart
Negative,"সারাদিন শয়্তানের প্ররোচনা,আর রাত হলেই আল্লাহ ভীতি,মৃত্যু ভীতি কাজ করে! :("
Negative,"ঘুম আসে না ,, ঘুমও স্বার্থপর ... -_- >:( >_<"
Negative,ধেত মিস করলাম রে মিস করলাম । :( :( হাসিনা খালেদার ঝগ্রা মিস কইরা ফালাইছি ।
Negative,টিভির Speaker এর হায়াত ২ বছর কইম্মা গেল গা রে :(
Negative,মাথা গরম! >:(
Negative,উফফফফফফফফ!!!! দুই নেত্রীর ফোনালাপ শোনার পর প্রতিক্রিয়া : এগুলা কি শুনিতেছি O.o :( দুই জনে সামনাসামনি থাকলে... http://fb.me/2IhnNwYHT 
Negative,হাসিনা ও খালেদার চুলাচুলি মিস করলাম :(
Negative,তলানিতে পরে থাকা কিটের থেকেও ছোট মনে হচ্ছে নিজেকে। -feeling down :-/
Negative,Feeling কেউ মাইরালা.......
Negative,হরতালে কেমন যেন নিস্ক্রিয় হয়ে পড়লাম...... feeling অসুস্থ and ল্যাজি both. :(
Negative,মানুষের জীবন টা এমন কেন হয়?? -feeling upset :-(
Negative,Feeling pitty for myself! জীবন একখান জোক ছাড়া কিছুই না...
Negative,আমাদের স্কুল এর exam শুরু হচ্ছে ২৩ নভেম্বর ooofff feeling sad কিছু পরা হয়নায়
Negative,"আজকের বাংলাদেশ প্রতিদিনের প্রথম পাতা। Mockery everywhere, feeling annoyed. pic.twitter.com/7t9k6DVaGV"
